CustomerID,Recency,Frequency,Monetary,R,F,M,RFMGroup,RFMScore,RFM_Loyalty_Level
14152.0,75,49,621.29,3,2,3,323,8,Gold
14154.0,239,52,1345.62,4,2,2,422,8,Gold
14155.0,266,6,118.75,4,4,4,444,12,Bronze
14157.0,19,48,432.88,2,2,3,223,7,Gold
14158.0,40,41,507.65999999999997,2,3,3,233,8,Gold
14159.0,19,1204,4693.01,2,1,1,211,4,Platinum
14161.0,215,108,1110.52,4,1,2,412,7,Gold
14162.0,173,25,289.36,4,3,4,434,11,Bronze
14163.0,87,52,2445.9100000000003,3,2,1,321,6,Gold
14164.0,70,29,1631.7700000000004,3,3,1,331,7,Gold
14165.0,275,25,122.54,4,3,4,434,11,Bronze
14167.0,39,52,574.84,2,2,3,223,7,Gold
14171.0,98,58,363.79,3,2,3,323,8,Gold
14173.0,10,29,450.8400000000001,1,3,3,133,7,Gold
14174.0,33,26,134.46,2,3,4,234,9,Silver
14175.0,59,149,3222.3,3,1,1,311,5,Platinum
14176.0,297,31,576.9,4,3,3,433,10,Silver
14177.0,86,42,559.4100000000001,3,2,3,323,8,Gold
14178.0,8,327,1620.9300000000003,1,1,1,111,3,Platinum
14179.0,40,165,719.78,2,1,2,212,5,Platinum
14180.0,10,240,4748.52,1,1,1,111,3,Platinum
14184.0,66,24,452.89,3,3,3,333,9,Silver
14185.0,331,3,197.65,4,4,4,444,12,Bronze
14188.0,30,65,2054.36,2,2,1,221,5,Platinum
14189.0,2,265,4654.08,1,1,1,111,3,Platinum
14191.0,1,259,4684.76,1,1,1,111,3,Platinum
14193.0,67,42,853.3900000000001,3,2,2,322,7,Gold
14194.0,4,579,11349.52,1,1,1,111,3,Platinum
14195.0,201,7,1011.9999999999998,4,4,2,442,10,Silver
14196.0,106,6,335.52,3,4,3,343,10,Silver
14198.0,18,39,701.4,2,3,2,232,7,Gold
14199.0,218,2,185.39999999999998,4,4,4,444,12,Bronze
14201.0,60,37,747.4400000000002,3,3,2,332,8,Gold
14204.0,2,44,161.02999999999994,1,2,4,124,7,Gold
14205.0,16,24,466.70000000000005,1,3,3,133,7,Gold
14206.0,239,20,328.15999999999997,4,3,3,433,10,Silver
14208.0,94,10,151.73999999999998,3,4,4,344,11,Bronze
14209.0,10,87,2073.4300000000003,1,2,1,121,4,Platinum
14210.0,105,102,1905.8400000000001,3,1,1,311,5,Platinum
14211.0,53,112,2241.1000000000004,3,1,1,311,5,Platinum
14212.0,89,9,1070.48,3,4,2,342,9,Silver
14214.0,30,67,1004.3800000000001,2,2,2,222,6,Gold
14215.0,11,108,1789.72,1,1,1,111,3,Platinum
14216.0,3,59,1839.3000000000002,1,2,1,121,4,Platinum
14217.0,1,100,2004.9799999999998,1,1,1,111,3,Platinum
14218.0,42,12,169.48000000000002,2,4,4,244,10,Silver
14219.0,4,7,89.94,1,4,4,144,9,Silver
14220.0,247,21,632.3999999999999,4,3,3,433,10,Silver
14221.0,42,193,3432.8,2,1,1,211,4,Platinum
14222.0,177,41,683.1700000000001,4,3,2,432,9,Silver
14223.0,92,60,991.1300000000001,3,2,2,322,7,Gold
14224.0,110,118,1050.1200000000001,3,1,2,312,6,Gold
14226.0,28,67,2232.19,2,2,1,221,5,Platinum
14227.0,26,175,3350.96,2,1,1,211,4,Platinum
14229.0,51,40,1547.2,3,3,2,332,8,Gold
14231.0,183,50,925.71,4,2,2,422,8,Gold
14232.0,42,115,2048.07,2,1,1,211,4,Platinum
14233.0,49,35,1462.7200000000003,2,3,2,232,7,Gold
14234.0,22,159,775.4600000000003,2,1,2,212,5,Platinum
14235.0,75,79,3144.86,3,2,1,321,6,Gold
14236.0,80,15,490.86,3,4,3,343,10,Silver
14237.0,373,9,161.00000000000003,4,4,4,444,12,Bronze
14238.0,326,8,146.85,4,4,4,444,12,Bronze
14239.0,43,112,2380.8500000000004,2,1,1,211,4,Platinum
14240.0,30,42,890.3400000000001,2,2,2,222,6,Gold
14241.0,183,10,213.70000000000005,4,4,4,444,12,Bronze
14242.0,234,16,280.55,4,4,4,444,12,Bronze
14243.0,8,141,2588.7699999999995,1,1,1,111,3,Platinum
14245.0,219,108,1693.4499999999998,4,1,1,411,6,Gold
14246.0,110,75,1474.0600000000002,3,2,2,322,7,Gold
14247.0,278,20,136.76999999999998,4,3,4,434,11,Bronze
14248.0,318,8,302.58,4,4,3,443,11,Bronze
14250.0,7,111,1904.05,1,1,1,111,3,Platinum
14251.0,1,78,2879.7,1,2,1,121,4,Platinum
14256.0,260,53,969.06,4,2,2,422,8,Gold
14257.0,64,106,3099.7200000000003,3,1,1,311,5,Platinum
14258.0,9,111,12669.98,1,1,1,111,3,Platinum
14259.0,141,5,120.0,3,4,4,344,11,Bronze
14261.0,50,52,1163.45,2,2,2,222,6,Gold
14262.0,8,143,2618.2299999999996,1,1,1,111,3,Platinum
14264.0,154,17,333.97,4,4,3,443,11,Bronze
14267.0,162,55,1516.24,4,2,2,422,8,Gold
14270.0,331,29,492.65,4,3,3,433,10,Silver
14271.0,225,10,112.32,4,4,4,444,12,Bronze
14272.0,73,33,437.96000000000004,3,3,3,333,9,Silver
14273.0,51,29,559.97,3,3,3,333,9,Silver
14276.0,98,64,1119.7400000000002,3,2,2,322,7,Gold
14280.0,196,8,134.04,4,4,4,444,12,Bronze
14282.0,3,156,3729.34,1,1,1,111,3,Platinum
14284.0,30,32,595.25,2,3,3,233,8,Gold
14285.0,21,27,1910.0100000000002,2,3,1,231,6,Gold
14286.0,23,280,4628.75,2,1,1,211,4,Platinum
14287.0,8,9,176.63,1,4,4,144,9,Silver
14288.0,213,16,426.6,4,4,3,443,11,Bronze
14289.0,8,47,911.26,1,2,2,122,5,Platinum
14290.0,11,101,2314.6499999999996,1,1,1,111,3,Platinum
14291.0,1,237,3883.25,1,1,1,111,3,Platinum
14292.0,7,100,4871.929999999999,1,1,1,111,3,Platinum
14293.0,3,61,1046.56,1,2,2,122,5,Platinum
14295.0,40,5,166.2,2,4,4,244,10,Silver
14297.0,17,62,1305.3299999999997,1,2,2,122,5,Platinum
14298.0,8,1637,51527.299999999996,1,1,1,111,3,Platinum
14299.0,8,143,3965.62,1,1,1,111,3,Platinum
14300.0,18,3,43.2,2,4,4,244,10,Silver
14301.0,117,13,640.1400000000001,3,4,3,343,10,Silver
14304.0,222,17,383.45000000000005,4,4,3,443,11,Bronze
14305.0,71,105,1858.9600000000003,3,1,1,311,5,Platinum
14306.0,51,33,2093.3199999999997,3,3,1,331,7,Gold
14307.0,88,180,2995.72,3,1,1,311,5,Platinum
14309.0,8,117,2352.53,1,1,1,111,3,Platinum
14311.0,242,20,310.26,4,3,3,433,10,Silver
14312.0,46,87,1611.59,2,2,1,221,5,Platinum
14314.0,106,8,120.0,3,4,4,344,11,Bronze
14315.0,44,101,2481.13,2,1,1,211,4,Platinum
14317.0,64,24,508.58,3,3,3,333,9,Silver
14320.0,206,31,477.78999999999996,4,3,3,433,10,Silver
14321.0,10,123,1530.7500000000002,1,1,2,112,4,Platinum
14323.0,114,36,605.0600000000001,3,3,3,333,9,Silver
14326.0,242,8,183.85000000000002,4,4,4,444,12,Bronze
14327.0,163,12,311.65000000000003,4,4,3,443,11,Bronze
14329.0,17,259,5014.839999999999,1,1,1,111,3,Platinum
14331.0,124,28,462.65999999999997,3,3,3,333,9,Silver
14332.0,22,26,866.3100000000001,2,3,2,232,7,Gold
14333.0,67,15,415.2,3,4,3,343,10,Silver
14334.0,16,162,2552.2100000000005,1,1,1,111,3,Platinum
14336.0,16,90,1614.91,1,2,1,121,4,Platinum
14338.0,161,31,588.2199999999999,4,3,3,433,10,Silver
14339.0,242,14,309.52,4,4,3,443,11,Bronze
14340.0,218,6,134.7,4,4,4,444,12,Bronze
14341.0,45,129,2182.28,2,1,1,211,4,Platinum
14342.0,21,21,668.5600000000002,2,3,2,232,7,Gold
14344.0,127,71,889.9300000000002,3,2,2,322,7,Gold
14345.0,38,6,108.97999999999999,2,4,4,244,10,Silver
14346.0,120,60,1021.58,3,2,2,322,7,Gold
14348.0,260,18,409.57,4,3,3,433,10,Silver
14349.0,10,31,133.5,1,3,4,134,8,Gold
14350.0,274,18,282.92999999999995,4,3,4,434,11,Bronze
14351.0,164,1,51.0,4,4,4,444,12,Bronze
14352.0,157,47,1078.9600000000003,4,2,2,422,8,Gold
14353.0,215,6,90.6,4,4,4,444,12,Bronze
14354.0,5,9,163.62,1,4,4,144,9,Silver
14355.0,365,11,174.4,4,4,4,444,12,Bronze
14356.0,79,33,701.23,3,3,2,332,8,Gold
14357.0,43,41,225.76999999999998,2,3,4,234,9,Silver
14359.0,19,55,912.1800000000001,2,2,2,222,6,Gold
14360.0,31,118,2128.2300000000005,2,1,1,211,4,Platinum
14362.0,22,41,161.2,2,3,4,234,9,Silver
14364.0,108,69,3717.35,3,2,1,321,6,Gold
14367.0,8,524,9261.52,1,1,1,111,3,Platinum
14368.0,319,8,155.0,4,4,4,444,12,Bronze
14371.0,295,4,100.5,4,4,4,444,12,Bronze
14373.0,358,4,76.55,4,4,4,444,12,Bronze
14375.0,185,75,257.68,4,2,4,424,10,Silver
14377.0,191,11,617.05,4,4,3,443,11,Bronze
14379.0,44,46,348.1,2,2,3,223,7,Gold
14381.0,52,56,202.68,3,2,4,324,9,Silver
14382.0,26,131,626.07,2,1,3,213,6,Gold
14383.0,38,59,1247.69,2,2,2,222,6,Gold
14385.0,9,14,202.10999999999999,1,4,4,144,9,Silver
14386.0,296,7,142.4,4,4,4,444,12,Bronze
14387.0,32,140,1770.5600000000002,2,1,1,211,4,Platinum
14388.0,10,186,3212.84,1,1,1,111,3,Platinum
14389.0,65,45,1043.46,3,2,2,322,7,Gold
14390.0,10,286,4652.82,1,1,1,111,3,Platinum
14393.0,218,5,67.94999999999999,4,4,4,444,12,Bronze
14395.0,2,350,3507.71,1,1,1,111,3,Platinum
14396.0,65,73,487.99000000000007,3,2,3,323,8,Gold
14397.0,2,87,2612.96,1,2,1,121,4,Platinum
14400.0,149,25,574.6999999999999,4,3,3,433,10,Silver
14401.0,4,182,4051.4799999999996,1,1,1,111,3,Platinum
14403.0,130,20,1475.8100000000002,3,3,2,332,8,Gold
14404.0,33,103,1474.32,2,1,2,212,5,Platinum
14406.0,119,8,156.75,3,4,4,344,11,Bronze
14407.0,107,73,2157.73,3,2,1,321,6,Gold
14408.0,10,107,2606.53,1,1,1,111,3,Platinum
14409.0,71,54,2059.4500000000003,3,2,1,321,6,Gold
14410.0,92,194,1105.07,3,1,2,312,6,Gold
14411.0,310,14,1063.0,4,4,2,442,10,Silver
14412.0,42,43,770.0300000000001,2,2,2,222,6,Gold
14413.0,362,23,122.7,4,3,4,434,11,Bronze
14414.0,91,97,1496.98,3,2,2,322,7,Gold
14415.0,1,590,5900.280000000001,1,1,1,111,3,Platinum
14416.0,22,14,490.2200000000001,2,4,3,243,9,Silver
14418.0,3,124,1937.25,1,1,1,111,3,Platinum
14419.0,10,206,1058.06,1,1,2,112,4,Platinum
14420.0,99,29,387.52,3,3,3,333,9,Silver
14421.0,57,27,813.1100000000001,3,3,2,332,8,Gold
14422.0,0,222,4263.639999999999,1,1,1,111,3,Platinum
14423.0,218,3,265.2,4,4,4,444,12,Bronze
14424.0,17,1,322.08,1,4,3,143,8,Gold
14426.0,23,224,4481.67,2,1,1,211,4,Platinum
14427.0,50,17,363.34000000000003,2,4,3,243,9,Silver
14428.0,7,144,1244.83,1,1,2,112,4,Platinum
14431.0,302,17,470.36,4,4,3,443,11,Bronze
14432.0,9,382,2255.51,1,1,1,111,3,Platinum
14434.0,21,12,1372.8,2,4,2,242,8,Gold
14436.0,98,9,89.06,3,4,4,344,11,Bronze
14437.0,365,5,63.0,4,4,4,444,12,Bronze
14438.0,306,9,131.9,4,4,4,444,12,Bronze
14440.0,8,55,2357.6800000000003,1,2,1,121,4,Platinum
14441.0,0,51,1712.8900000000003,1,2,1,121,4,Platinum
14443.0,53,93,1420.2,3,2,2,322,7,Gold
14446.0,0,293,1039.58,1,1,2,112,4,Platinum
14447.0,18,70,1163.2300000000002,2,2,2,222,6,Gold
14448.0,9,20,375.35,1,3,3,133,7,Gold
14449.0,18,258,907.1,2,1,2,212,5,Platinum
14450.0,180,40,483.24999999999994,4,3,3,433,10,Silver
14451.0,60,109,662.59,3,1,2,312,6,Gold
14452.0,10,62,264.44,1,2,4,124,7,Gold
14453.0,190,22,119.93,4,3,4,434,11,Bronze
14456.0,5,970,3062.3999999999996,1,1,1,111,3,Platinum
14457.0,310,4,113.64,4,4,4,444,12,Bronze
14459.0,155,37,1837.92,4,3,1,431,8,Gold
14460.0,110,16,434.34000000000003,3,4,3,343,10,Silver
14461.0,148,180,2103.0599999999995,4,1,1,411,6,Gold
14462.0,66,240,2004.02,3,1,1,311,5,Platinum
14463.0,98,6,529.62,3,4,3,343,10,Silver
14465.0,246,130,1058.62,4,1,2,412,7,Gold
14466.0,29,72,2272.4,2,2,1,221,5,Platinum
14467.0,17,90,598.76,1,2,3,123,6,Gold
14470.0,11,43,461.19000000000005,1,2,3,123,6,Gold
14472.0,103,281,1936.84,3,1,1,311,5,Platinum
14473.0,74,7,234.34,3,4,4,344,11,Bronze
14474.0,46,29,547.6600000000001,2,3,3,233,8,Gold
14475.0,71,42,925.8499999999999,3,2,2,322,7,Gold
14476.0,257,19,215.7,4,3,4,434,11,Bronze
14477.0,19,10,1309.6000000000001,2,4,2,242,8,Gold
14479.0,253,18,316.24999999999994,4,3,3,433,10,Silver
14480.0,11,13,279.05,1,4,4,144,9,Silver
14481.0,164,30,636.51,4,3,3,433,10,Silver
14482.0,18,144,2068.15,2,1,1,211,4,Platinum
14483.0,281,9,137.1,4,4,4,444,12,Bronze
14484.0,50,14,321.92,2,4,3,243,9,Silver
14485.0,38,47,165.75,2,2,4,224,8,Gold
14487.0,26,144,1196.33,2,1,2,212,5,Platinum
14488.0,67,46,1064.2800000000002,3,2,2,322,7,Gold
14489.0,207,30,463.38,4,3,3,433,10,Silver
14491.0,175,17,340.93,4,4,3,443,11,Bronze
14493.0,7,120,2383.2400000000002,1,1,1,111,3,Platinum
14494.0,25,7,139.56,2,4,4,244,10,Silver
14495.0,50,6,123.79999999999998,2,4,4,244,10,Silver
14496.0,311,19,538.8100000000001,4,3,3,433,10,Silver
14497.0,309,29,475.37,4,3,3,433,10,Silver
14498.0,42,193,1957.3200000000002,2,1,1,211,4,Platinum
14499.0,26,194,815.3199999999999,2,1,2,212,5,Platinum
14500.0,88,7,356.85,3,4,3,343,10,Silver
14501.0,183,10,251.21,4,4,4,444,12,Bronze
14502.0,19,624,2470.67,2,1,1,211,4,Platinum
14503.0,3,164,3543.26,1,1,1,111,3,Platinum
14504.0,47,107,673.26,2,1,2,212,5,Platinum
14505.0,17,799,5905.64,1,1,1,111,3,Platinum
14506.0,17,316,2012.17,1,1,1,111,3,Platinum
14507.0,23,96,1383.18,2,2,2,222,6,Gold
14508.0,22,57,276.42,2,2,4,224,8,Gold
14511.0,11,68,1314.8100000000002,1,2,2,122,5,Platinum
14512.0,187,23,275.28,4,3,4,434,11,Bronze
14513.0,100,12,455.59000000000003,3,4,3,343,10,Silver
14514.0,61,73,1055.35,3,2,2,322,7,Gold
14515.0,17,101,2102.0899999999997,1,1,1,111,3,Platinum
14517.0,33,18,330.45000000000005,2,3,3,233,8,Gold
14518.0,64,16,174.37,3,4,4,344,11,Bronze
14520.0,1,4,270.6,1,4,4,144,9,Silver
14522.0,24,17,974.54,2,4,2,242,8,Gold
14523.0,108,12,241.09,3,4,4,344,11,Bronze
14524.0,31,203,1867.6800000000003,2,1,1,211,4,Platinum
14525.0,19,291,4332.2,2,1,1,211,4,Platinum
14527.0,2,972,8508.82,1,1,1,111,3,Platinum
14528.0,37,18,364.21999999999997,2,3,3,233,8,Gold
14529.0,60,229,620.04,3,1,3,313,7,Gold
14530.0,25,216,2925.9100000000003,2,1,1,211,4,Platinum
14532.0,236,64,932.8500000000001,4,2,2,422,8,Gold
14533.0,24,62,1949.7200000000003,2,2,1,221,5,Platinum
14534.0,2,519,4447.050000000001,1,1,1,111,3,Platinum
14535.0,60,330,2864.19,3,1,1,311,5,Platinum
14536.0,259,19,171.8,4,3,4,434,11,Bronze
14537.0,57,10,355.56000000000006,3,4,3,343,10,Silver
14538.0,64,19,388.24999999999994,3,3,3,333,9,Silver
14539.0,15,32,537.48,1,3,3,133,7,Gold
14540.0,9,76,996.26,1,2,2,122,5,Platinum
14541.0,58,111,1461.6500000000003,3,1,2,312,6,Gold
14542.0,185,5,103.25000000000001,4,4,4,444,12,Bronze
14543.0,28,72,3630.3300000000004,2,2,1,221,5,Platinum
14544.0,24,114,2024.45,2,1,1,211,4,Platinum
14546.0,5,399,2578.09,1,1,1,111,3,Platinum
14547.0,3,366,4007.54,1,1,1,111,3,Platinum
14548.0,150,4,652.8,4,4,2,442,10,Silver
14549.0,311,56,289.24,4,2,4,424,10,Silver
14550.0,10,48,765.62,1,2,2,122,5,Platinum
14551.0,18,10,186.23000000000002,2,4,4,244,10,Silver
14552.0,151,58,165.07,4,2,4,424,10,Silver
14553.0,19,113,859.2700000000001,2,1,2,212,5,Platinum
14554.0,10,216,2381.04,1,1,1,111,3,Platinum
14555.0,57,21,324.14,3,3,3,333,9,Silver
14557.0,85,16,788.38,3,4,2,342,9,Silver
14560.0,7,74,2237.7699999999995,1,2,1,121,4,Platinum
14561.0,75,69,1080.76,3,2,2,322,7,Gold
14562.0,3,423,5074.77,1,1,1,111,3,Platinum
14565.0,95,127,3099.1200000000003,3,1,1,311,5,Platinum
14567.0,56,33,1530.3600000000001,3,3,2,332,8,Gold
14569.0,1,12,227.38999999999996,1,4,4,144,9,Silver
14570.0,280,29,218.06,4,3,4,434,11,Bronze
14572.0,3,270,2832.84,1,1,1,111,3,Platinum
14573.0,179,235,1653.42,4,1,1,411,6,Gold
14576.0,372,1,35.400000000000006,4,4,4,444,12,Bronze
14577.0,12,123,859.7100000000002,1,1,2,112,4,Platinum
14578.0,3,24,168.63,1,3,4,134,8,Gold
14581.0,16,17,138.6,1,4,4,144,9,Silver
14582.0,40,6,114.11,2,4,4,244,10,Silver
14583.0,5,330,1052.55,1,1,2,112,4,Platinum
14584.0,169,100,1042.2600000000002,4,1,2,412,7,Gold
14585.0,50,29,157.05,2,3,4,234,9,Silver
14586.0,276,19,237.36,4,3,4,434,11,Bronze
14587.0,18,383,1601.1399999999999,2,1,1,211,4,Platinum
14589.0,371,3,39.75,4,4,4,444,12,Bronze
14591.0,15,197,1447.14,1,1,2,112,4,Platinum
14592.0,35,164,570.4599999999999,2,1,3,213,6,Gold
14593.0,21,152,617.99,2,1,3,213,6,Gold
14594.0,7,53,379.8299999999999,1,2,3,123,6,Gold
14595.0,19,102,1740.6000000000001,2,1,1,211,4,Platinum
14597.0,11,55,883.1500000000001,1,2,2,122,5,Platinum
14598.0,44,50,221.97,2,2,4,224,8,Gold
14600.0,305,25,393.33,4,3,3,433,10,Silver
14601.0,10,7,213.96000000000004,1,4,4,144,9,Silver
14603.0,274,2,660.0,4,4,2,442,10,Silver
14606.0,1,2700,12156.650000000001,1,1,1,111,3,Platinum
14607.0,15,86,16569.5,1,2,1,121,4,Platinum
14608.0,4,20,1785.1499999999999,1,3,1,131,5,Platinum
14609.0,72,4,601.5600000000001,3,4,3,343,10,Silver
14616.0,242,3,406.08000000000004,4,4,3,443,11,Bronze
14618.0,9,16,553.44,1,4,3,143,8,Gold
14619.0,245,20,394.43999999999994,4,3,3,433,10,Silver
14620.0,205,26,412.78000000000003,4,3,3,433,10,Silver
14621.0,1,92,1788.3600000000004,1,2,1,121,4,Platinum
14622.0,184,21,320.58,4,3,3,433,10,Silver
14623.0,32,134,889.2499999999999,2,1,2,212,5,Platinum
14624.0,57,13,225.84999999999997,3,4,4,344,11,Bronze
14625.0,196,53,899.63,4,2,2,422,8,Gold
14626.0,23,122,2791.27,2,1,1,211,4,Platinum
14628.0,91,24,671.9599999999999,3,3,2,332,8,Gold
14629.0,4,152,959.01,1,1,2,112,4,Platinum
14631.0,50,41,1006.98,2,3,2,232,7,Gold
14632.0,262,8,114.56,4,4,4,444,12,Bronze
14633.0,266,20,344.9000000000001,4,3,3,433,10,Silver
14636.0,36,28,609.8500000000001,2,3,3,233,8,Gold
14638.0,50,16,443.6,2,4,3,243,9,Silver
14639.0,52,172,2984.49,3,1,1,311,5,Platinum
14640.0,24,106,2125.08,2,1,1,211,4,Platinum
14641.0,21,7,110.46,2,4,4,244,10,Silver
14642.0,58,2,96.12,3,4,4,344,11,Bronze
14643.0,170,31,693.81,4,3,2,432,9,Silver
14644.0,67,26,830.76,3,3,2,332,8,Gold
14645.0,156,30,597.0899999999999,4,3,3,433,10,Silver
14647.0,201,30,243.21999999999997,4,3,4,434,11,Bronze
14649.0,4,199,1417.29,1,1,2,112,4,Platinum
14651.0,67,102,654.5999999999999,3,1,2,312,6,Gold
14652.0,77,29,114.18,3,3,4,334,10,Silver
14653.0,1,237,1947.5499999999997,1,1,1,111,3,Platinum
14655.0,8,49,1932.23,1,2,1,121,4,Platinum
14656.0,169,80,291.05,4,2,4,424,10,Silver
14657.0,17,126,848.22,1,1,2,112,4,Platinum
14658.0,5,29,247.14999999999998,1,3,4,134,8,Gold
14659.0,8,253,2529.93,1,1,1,111,3,Platinum
14660.0,86,30,285.73999999999995,3,3,4,334,10,Silver
14661.0,26,4,107.95,2,4,4,244,10,Silver
14662.0,28,168,771.1700000000001,2,1,2,212,5,Platinum
14664.0,19,99,637.8900000000001,2,2,3,223,7,Gold
14665.0,60,90,1835.6999999999998,3,2,1,321,6,Gold
14666.0,24,14,195.25,2,4,4,244,10,Silver
14667.0,10,573,9241.2,1,1,1,111,3,Platinum
14669.0,241,170,1269.9900000000002,4,1,2,412,7,Gold
14670.0,280,132,411.53000000000003,4,1,3,413,8,Gold
14672.0,234,61,765.55,4,2,2,422,8,Gold
14673.0,3,74,1736.4,1,2,1,121,4,Platinum
14675.0,16,102,604.7500000000001,1,1,3,113,5,Platinum
14676.0,31,42,2548.2400000000002,2,2,1,221,5,Platinum
14680.0,25,258,28754.11,2,1,1,211,4,Platinum
14681.0,71,7,498.95,3,4,3,343,10,Silver
14682.0,187,2,52.0,4,4,4,444,12,Bronze
14684.0,25,421,1236.2799999999997,2,1,2,212,5,Platinum
14687.0,106,15,628.3799999999999,3,4,3,343,10,Silver
14688.0,7,327,5630.870000000001,1,1,1,111,3,Platinum
14689.0,208,13,112.80000000000001,4,4,4,444,12,Bronze
14690.0,44,50,371.7,2,2,3,223,7,Gold
14691.0,30,71,2114.33,2,2,1,221,5,Platinum
14692.0,137,68,591.5500000000001,3,2,3,323,8,Gold
14693.0,264,8,172.9,4,4,4,444,12,Bronze
14696.0,4,130,2078.95,1,1,1,111,3,Platinum
14697.0,218,22,188.60999999999996,4,3,4,434,11,Bronze
14698.0,1,210,1250.76,1,1,2,112,4,Platinum
14699.0,214,8,109.13000000000001,4,4,4,444,12,Bronze
14700.0,32,115,2235.2999999999997,2,1,1,211,4,Platinum
14701.0,10,335,2549.37,1,1,1,111,3,Platinum
14702.0,1,347,3292.1400000000003,1,1,1,111,3,Platinum
14703.0,14,22,318.16999999999996,1,3,3,133,7,Gold
14704.0,11,415,1546.9099999999999,1,1,2,112,4,Platinum
14705.0,198,1,179.0,4,4,4,444,12,Bronze
14708.0,2,28,1126.37,1,3,2,132,6,Gold
14709.0,15,196,4921.040000000001,1,1,1,111,3,Platinum
14710.0,14,139,606.13,1,1,3,113,5,Platinum
14711.0,10,357,2868.7999999999997,1,1,1,111,3,Platinum
14712.0,29,25,917.07,2,3,2,232,7,Gold
14713.0,9,339,2666.36,1,1,1,111,3,Platinum
14714.0,24,10,160.19,2,4,4,244,10,Silver
14715.0,24,71,867.3800000000001,2,2,2,222,6,Gold
14716.0,43,55,329.67999999999995,2,2,3,223,7,Gold
14719.0,1,237,1602.13,1,1,1,111,3,Platinum
14720.0,5,37,663.8100000000002,1,3,2,132,6,Gold
14722.0,147,29,187.92,4,3,4,434,11,Bronze
14723.0,10,278,1158.3,1,1,2,112,4,Platinum
14725.0,24,52,718.08,2,2,2,222,6,Gold
14727.0,274,10,268.58,4,4,4,444,12,Bronze
14729.0,373,71,313.49000000000007,4,2,3,423,9,Silver
14730.0,1,501,2005.06,1,1,1,111,3,Platinum
14731.0,47,45,380.02000000000004,2,2,3,223,7,Gold
14732.0,8,147,2702.49,1,1,1,111,3,Platinum
14733.0,16,202,9585.91,1,1,1,111,3,Platinum
14735.0,3,194,6065.6900000000005,1,1,1,111,3,Platinum
14737.0,3,17,1164.55,1,4,2,142,7,Gold
14738.0,42,54,1314.45,2,2,2,222,6,Gold
14739.0,4,60,3902.2799999999997,1,2,1,121,4,Platinum
14740.0,197,89,1448.2099999999998,4,2,2,422,8,Gold
14741.0,11,59,1400.3400000000001,1,2,2,122,5,Platinum
14744.0,16,26,1099.98,1,3,2,132,6,Gold
14745.0,112,69,1220.2600000000002,3,2,2,322,7,Gold
14747.0,249,18,328.19999999999993,4,3,3,433,10,Silver
14748.0,29,89,1415.75,2,2,2,222,6,Gold
14752.0,43,5,389.63999999999993,2,4,3,243,9,Silver
14753.0,87,30,563.1499999999999,3,3,3,333,9,Silver
14754.0,44,41,638.05,2,3,3,233,8,Gold
14755.0,9,235,5010.280000000001,1,1,1,111,3,Platinum
14756.0,15,38,738.9599999999998,1,3,2,132,6,Gold
14757.0,75,19,420.50000000000006,3,3,3,333,9,Silver
14758.0,144,71,1484.06,4,2,2,422,8,Gold
14759.0,4,102,1625.97,1,1,1,111,3,Platinum
14760.0,297,5,89.2,4,4,4,444,12,Bronze
14761.0,58,11,255.89999999999998,3,4,4,344,11,Bronze
14762.0,263,21,300.52,4,3,3,433,10,Silver
14764.0,46,6,278.3,2,4,4,244,10,Silver
14765.0,29,39,254.11,2,3,4,234,9,Silver
14766.0,8,135,2473.37,1,1,1,111,3,Platinum
14768.0,17,5,192.60000000000002,1,4,4,144,9,Silver
14769.0,2,1090,10674.75,1,1,1,111,3,Platinum
14770.0,232,52,876.42,4,2,2,422,8,Gold
14772.0,112,9,139.26,3,4,4,344,11,Bronze
14775.0,58,60,1011.8999999999999,3,2,2,322,7,Gold
14776.0,51,117,2538.2999999999997,3,1,1,311,5,Platinum
14778.0,127,35,730.8599999999999,3,3,2,332,8,Gold
14779.0,280,41,386.15,4,3,3,433,10,Silver
14780.0,54,27,447.68,3,3,3,333,9,Silver
14782.0,319,6,200.10000000000002,4,4,4,444,12,Bronze
14784.0,26,15,289.99,2,4,4,244,10,Silver
14785.0,10,3,77.4,1,4,4,144,9,Silver
14788.0,7,30,679.4399999999998,1,3,2,132,6,Gold
14789.0,28,6,197.64000000000001,2,4,4,244,10,Silver
14790.0,16,46,745.0600000000001,1,2,2,122,5,Platinum
14792.0,63,2,6.2,3,4,4,344,11,Bronze
14793.0,21,14,228.99,2,4,4,244,10,Silver
14794.0,2,80,1319.91,1,2,2,122,5,Platinum
14795.0,166,6,131.45,4,4,4,444,12,Bronze
14796.0,1,1141,8022.49,1,1,1,111,3,Platinum
14798.0,52,12,173.74,3,4,4,344,11,Bronze
14799.0,51,13,157.70000000000002,3,4,4,344,11,Bronze
14800.0,47,385,4339.74,2,1,1,211,4,Platinum
14801.0,61,59,193.13999999999996,3,2,4,324,9,Silver
14803.0,162,44,845.55,4,2,2,422,8,Gold
14804.0,8,12,353.27,1,4,3,143,8,Gold
14805.0,15,47,554.6500000000001,1,2,3,123,6,Gold
14806.0,75,11,193.39,3,4,4,344,11,Bronze
14808.0,39,235,2741.17,2,1,1,211,4,Platinum
14810.0,40,255,2087.88,2,1,1,211,4,Platinum
14813.0,369,30,155.42999999999998,4,3,4,434,11,Bronze
